Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4856981493,HPT9242,PA,PAS,08/11/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0214P,,QN,,,NB MARATHON PKWY @ T,HEBES AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4856847685,BIGBUX1,PA,PAS,08/10/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0230A,,QN,,,NB BROOKVILLE BLVD @,135TH AVE,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4857687902,BIGBUX1,PA,PAS,08/15/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0812P,,QN,,,WB CROSS ISLAND PKWY,@ 165TH ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4857693884,BIGBUX1,PA,PAS,08/15/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1029P,,BK,,,SB CYPRESS HILLS ST,@ JAMAICA AVE,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4857613384,BIGBUX1,PA,PAS,08/14/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0758P,,QN,,,EB LINDEN BLVD @ EME,RALD ST,0,1180,B,T,,,,,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4857613542,DEMETRI,PA,PAS,08/14/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0804P,,QN,,,NB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858279807,MDX5582,PA,PAS,08/19/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0129P,,BX,,,SB BOSTON RD @ WARIN,G AVE,0,1180,B,T,,,,,,2005,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858345087,LMT8631,PA,PAS,08/20/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0112P,,MN,,,SB FDR DR @ E HOUSTO,N ST,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858382140,LPZ1769,PA,PAS,08/20/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0656P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858369924,LWB7845,PA,PAS,08/20/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0455P,,QN,,,WB ELIOT AVE @ 63RD,ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858232451,FGM2622,PA,PAS,08/18/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1101A,,BK,,,NB E 66TH ST @ STRIC,KLAND AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858264907,LRK4291,PA,PAS,08/19/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0708A,,BK,,,EB ATLANTIC AVE @ HI,NSDALE ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4858137715,ETL0149,PA,PAS,08/19/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1103A,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859046304,MBP8552,PA,PAS,08/23/2023,36,SDN,LEXUS,V,0,40404,40404,0,,0,0,0,,,1124P,,ST,,,SB BAY ST @ SWAN ST,,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859373376,MBP8541,PA,PAS,08/25/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0939A,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859053990,KNN4957,PA,PAS,08/16/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0130P,,QN,,,EB NORTHERN BLVD @ A,LAMEDA AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859443597,MDY8566,PA,PAS,08/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0946A,,BK,,,EB CONDUIT BLVD @ GL,ENMORE AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859608963,MBP6367,PA,PAS,08/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0118A,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859648900,MCM7396,PA,PAS,08/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1153A,,BK,,,SB CROPSEY AVE @ HAR,T PL,0,1180,B,T,,,,,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859688181,LNH8312,PA,PAS,08/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0842P,,QN,,,NB HOLLIS CT BLVD @,56TH AVE,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859696372,MGD4843,PA,PAS,08/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1134P,,BK,,,NB REMSEN AVE @ AVE,L,0,1180,B,T,,,,,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859658486,LTL0823,PA,PAS,08/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0148P,,QN,,,NB 58TH ST @ 47TH AV,E,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859418128,LRK4291,PA,PAS,08/25/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1141P,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859419042,MCH7518,PA,PAS,08/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1201A,,BX,,,NB PARK AVE @ E 170T,H ST,0,1180,B,T,,,,,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859644633,LYJ2783,PA,PAS,08/27/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1104A,,MN,,,SB AMSTERDAM AVE @ W,129TH ST,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859454376,MGX0174,PA,PAS,08/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1210P,,BK,,,SB ROCKAWAY PKWY @ S,CHENCK ST,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859480545,KRE9270,PA,PAS,08/23/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0900P,,BK,,,EB ATLANTIC AVE @ FO,RBELL ST,0,1180,B,T,,,,,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859480806,MFX7946,PA,PAS,08/23/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0913P,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859781673,LRK4291,PA,PAS,08/25/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1137P,,BK,,,EB ATLANTIC AVE @ PL,EASANT PL,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859883706,LWB7845,PA,PAS,08/28/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0853P,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5128916406,LZH5713,PA,PAS,07/15/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1150P,,BK,,,ATLANTIC AVE (E/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128955667,TJHMMH,PA,PAS,07/18/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0158P,,MN,,,YORK AVE (N/B) @ E 7,9TH ST,0,1111,D,T,,,,,,2021,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129009964,HRK5750,PA,PAS,07/20/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1058P,,BK,,,ATLANTIC AVE (W/B) @,BEDFORD AVE,0,1111,D,T,,,,,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128926382,LFN9283,PA,PAS,07/16/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0551P,,BK,,,PENNSYLVANIA AVE (S/,B) @ SEAVIEW AVE,0,1111,D,T,,,,,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128948808,LZH8403,PA,PAS,07/18/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0326A,,BK,,,NB OCEAN PKWY @ AVEN,UE I,0,1111,D,T,,,,,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
4859745917,LWB7845,PA,PAS,08/25/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0432A,,BK,,,EB SHORE PKWY @ OCEA,N AVE,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859800771,LWC3890,PA,PAS,08/26/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0417P,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859828185,LNJ5343,PA,PAS,08/28/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1209A,,BK,,,EB LINDEN BLVD @ LOU,ISIANA AVE,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859866710,LTG2969,PA,PAS,08/28/2023,36,SDN,LEXUS,V,10210,40404,40404,0,,0,0,0,,,0305P,,BK,,,SB 3RD AVE @ 31ST ST,,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4859866848,MGD3962,PA,PAS,08/28/2023,36,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0307P,,BK,,,WB AVE D @ E 101ST S,T,0,1180,B,T,,,,,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5129500957,JPW3807,PA,PAS,08/17/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1020P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129492018,KFY6607,PA,PAS,08/11/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1257P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0,1111,D,T,,,,,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129144089,LZX6573,PA,PAS,07/30/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0600P,,QN,,,HOYT AVE (S/B) @ 31S,T ST,0,1111,D,T,,,,,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129060830,LMV6321,PA,PAS,07/22/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0918P,,BK,,,EASTERN PKWY (E/B) @,UTICA AVE,0,1111,D,T,,,,,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129124560,MCT7866,PA,PAS,07/25/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0523P,,QN,,,SO CONDUIT AVE (E/B),@ 89TH ST,0,1111,D,T,,,,,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129589920,RC9C73,PA,PAS,08/16/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0615A,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,0,1111,D,T,,,,,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129591276,LZJ9509,PA,PAS,08/16/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0844A,,ST,,,VICTORY BLVD (W/B) @,MORANI ST,0,1111,D,T,,,,,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5602628654,MDN4798,PA,PAS,07/21/2023,12,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0835P,,,,,SB Webster Ave @ Oli,ver Pl,0,1111,C,T,,,,,,2008,,0,,MOBILE BUS LANE VIOLATION,,,
5129553068,LZV7550,PA,PAS,08/13/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1024P,,BX,,,GRAND CONCOURSE (N/B,) @ E 162ND ST,0,1111,D,T,,,,,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
5129579008,MGE1297,PA,PAS,08/15/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0438P,,QN,,,SB 108TH ST @ HORACE,HARDING EXPY N,0,1111,D,T,,,,,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5602642699,LRB9742,PA,PAS,07/25/2023,12,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,0832P,,,,,SB Webster Ave @ Bed,ford Park Blvd,0,1111,C,T,,,,,,2018,,0,,MOBILE BUS LANE VIOLATION,,,
5602618752,LPS9676,PA,PAS,07/20/2023,12,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1058A,,BK,,,SB Utica Avenue @ St,. Johns Pl,0,1111,C,T,,,,,,2007,,0,,MOBILE BUS LANE VIOLATION,,,
5129582998,LJK1483,PA,PAS,08/15/2023,7,SDN,LEXUS,V,0,0,0,0,,0,0,0,,,1116P,,BK,,,SB OCEAN PKWY @ 18TH,AVE,0,1111,D,T,,,,,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
1489404168,ACZ1624,NY,PAS,08/15/2023,20,SDN,LEXUS,K,13235,0,0,20240918,110,110,3,160495,0003,0000,1054A,,Q,F,,FMCP,TENNIS COURTS,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2009,-,0,,,,,
1489489587,KJB8213,NY,PAS,09/07/2023,14,SDN,LEXUS,P,94230,46830,28430,20251030,76,76,76,974511,0076,0000,0825P,,K,O,15,WOODHULL ST,,0,408,C,,BBBBBBB,ALL,ALL,,0,2021,-,0,,,,,
1484318985,KZG2915,NY,PAS,09/06/2023,40,SDN,LEXUS,P,10180,5430,5580,20241127,68,68,68,964985,0068,0000,1004P,,K,F,401,72 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2015,-,2,,,,,
1489546005,KDX9047,NY,PAS,09/02/2023,50,SDN,LEXUS,P,0,0,0,20240727,69,69,69,948910,0069,0000,0840A,,K,,,C/O AVE S,E 85 ST,0,408,5,,BBBBBBB,ALL,ALL,RED,0,2017,-,0,,,,,
1489546017,KDX9047,NY,PAS,09/02/2023,71,SDN,LEXUS,P,0,0,0,20240727,69,69,69,948910,0069,0000,0840A,,K,,,N/E C/O AVE S,E 85 ST,0,408,E5,,BBBBBBB,ALL,ALL,RED,0,2017,-,0,,,,,
1486045480,MCE6482,PA,PAS,09/09/2023,46,SDN,LEXUS,8,0,40404,40404,0,83,83,0,358,0000,0000,0310A,,BX,F,5,METROPOLITAN OVAL,,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1486237873,JGG9821,NY,PAS,09/02/2023,20,SDN,LEXUS,P,25770,8120,23800,20250228,40,40,807,975560,0807,0000,0749P,,BX,F,350,EAST 137 STREET,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2015,-,0,,,,,
1489799564,RR7T83,PA,PAS,08/20/2023,46,SDN,LEXUS,P,72930,58730,85730,20240229,79,79,79,975892,0079,0000,0811P,,K,F,404,PUTNAM AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1487049330,79BFDZ,FL,PAS,09/05/2023,40,SDN,LEXUS,P,37484,14180,14230,20240630,63,63,63,969836,0063,0000,0507A,,K,F,1293,E 73 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1487063106,DDS1004,NY,PAS,09/03/2023,19,SDN,LEXUS,P,40630,58840,36180,20250125,63,63,63,967490,0063,0000,1115A,,K,,3001,FILLMORE AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GRAY,0,2022,-,0,,,,,
1448701995,8FB8326,ME,PAS,08/27/2023,14,SDN,LEXUS,P,15710,10910,11010,0,20,20,20,973188,0020,0000,1218P,,NY,F,2,COLUMBUS AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1488381872,DAK491,FL,PAS,08/29/2023,41,SDN,LEXUS,P,82230,38330,55830,0,73,73,73,972177,0073,0000,0643P,,K,F,259,STONE AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1473064715,Y84LUN,NJ,PAS,09/04/2023,14,SDN,LEXUS,P,0,40404,40404,20230920,123,123,123,944935,0123,0000,0950P,,R,O,53,POMPEY STREET,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1488481921,KYR7280,NY,PAS,08/16/2023,46,SDN,LEXUS,P,36270,10610,10810,20240911,28,28,28,973582,0028,0000,0453P,,NY,F,215,W 125 ST,,0,408,J2,,BBBBBBB,ALL,ALL,RED,0,2007,-,0,,,,,
1488482561,JMY4480,NY,PAS,08/11/2023,40,SDN,LEXUS,P,36210,31190,25690,0,28,28,28,968692,0028,0000,1117P,,NY,O,312,W 122 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1488532023,8FC2941,ME,PAS,08/31/2023,41,SDN,LEXUS,P,36130,10810,25690,0,28,28,28,971426,0028,0000,0953A,,NY,F,316,WEST 118 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1488548468,9GL4063,CA,PAS,08/17/2023,14,SDN,LEXUS,P,35590,11710,13610,20240524,24,24,24,970093,0024,0000,0711P,0711P,NY,F,210,W 91 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1473825520,S1635918,GA,PAS,09/03/2023,46,SDN,LEXUS,P,9520,26940,29620,20231006,48,48,48,970028,0048,0000,0814P,,NY,F,1932,ARTHUR AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2014,-,0,,,,,
1477212139,LDF1701,NY,PAS,09/11/2025,40,SDN,LEXUS,P,8730,5430,5580,20250803,72,72,490,945063,0490,0000,0625A,,K,O,410,43 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,2015,-,1,,,,,
1491904355,ALHAGAGI,NY,PAS,08/27/2023,40,SDN,LEXUS,P,20520,58320,71120,20250123,49,49,49,969158,0049,0000,0445P,,BX,F,1645,COLDEN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2016,-,0,,,,,
1491658435,12895,ME,PAS,08/29/2023,20,SDN,LEXUS,3,25645,13113,45100,0,19,19,977,589219,0977,0000,0742A,,NY,O,475,MAIN ST,,0,408,C,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,
1490557155,CUL7781,NY,PAS,08/14/2023,20,SDN,LEXUS,K,13235,0,0,20240620,110,110,3,160699,0003,0000,0600P,,Q,O,,FMCP,TENNIS CT,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2003,-,0,,,,,
1490570688,XQ438796,99,PAS,09/02/2023,14,SDN,LEXUS,K,29370,13650,0,20231005,25,25,1,161128,0001,0000,0649P,,NY,F,,RANDALLS ISLAND,SUNKEN MEADOW LOOP,0,408,E3,,BBBBBBB,ALL,ALL,GRAY,0,2023,-,0,,,,,
1490575327,OMWBABE,NY,SRF,09/02/2023,51,SDN,LEXUS,K,29370,13650,0,20240319,25,25,1,160999,0001,0000,0657P,,NY,,,RANDALLS ISLAND,SUNKEN MEADOW LOOP,0,408,E3,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,0,,,,,
1490593251,RALPHS,NY,SRF,08/20/2023,51,SDN,LEXUS,K,91630,83630,0,20240504,60,60,4,160544,0004,0000,0451P,,K,,3026,W 25TH ST,SURF AVE,0,408,E3,,BBBBBBB,ALL,ALL,SILVE,0,2019,-,0,,,,,
1490638672,BGF6769,TN,PAS,08/23/2024,17,SDN,LEXUS,P,5730,5880,72630,20240630,78,78,78,967162,0078,0000,0105P,,,O,567,6TH ST,,0,408,F2,,YYYYYBB,0700A,0400P,WHITE,0,2005,-,0,,,,,
1490755512,NAZ307,NY,PAS,08/23/2023,98,SDN,LEXUS,P,56000,35780,18040,20250510,105,105,105,948657,0105,0000,1015A,,Q,F,88-03,MOLINE STREET,,0,408,C3,,BBBBBBB,ALL,ALL,BLACK,0,2004,-,0,,,,,
1490829179,EVK3997,NY,PAS,08/24/2023,98,SDN,LEXUS,P,35530,14380,54050,20250811,61,61,61,967666,0061,0000,0243A,,,F,1615,EAST 16 ST,,0,408,C3,,BBBBBBB,ALL,ALL,,0,2010,-,0,,,,,
1490831174,KRFK558,CA,PAS,09/09/2023,98,SDN,LEXUS,P,14530,36130,67030,0,61,61,61,968532,0061,0000,0855P,,K,F,2902,AVE S,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1490866723,687YMW,CT,PAS,08/25/2023,46,SDN,LEXUS,P,58130,83330,55530,20240401,81,81,81,973998,0081,0000,0834P,,K,F,521,MADISON ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1491701134,FJB3725,NY,PAS,08/24/2023,20,SDN,LEXUS,K,13235,0,0,20250223,110,110,3,160699,0003,0000,1239P,,Q,F,,FMCP,ALLIED GARAGE,0,408,D,,BBBBBBB,ALL,ALL,GRY,0,2010,-,0,,,,,
1491701213,HZD7657,NY,PAS,08/24/2023,27,SDN,LEXUS,P,13235,0,0,20240611,110,110,3,160699,0003,0000,0205P,,Q,,,FMCP,AQUACTIC CENTER PARK,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0,2008,-,0,,,,,
1491702217,AR214,NY,SRF,08/30/2023,63,SDN,LEXUS,K,13235,20490,0,20240319,110,110,3,160622,0003,0000,1058P,,Q,,,FMCP,111TH ST,0,408,F3,,BBBBBBB,ALL,ALL,WHITE,0,2019,-,0,,,,,
1491702321,KUY9367,NY,PAS,08/24/2023,27,SDN,LEXUS,K,13235,0,0,20240227,110,110,3,160699,0003,0000,1047A,,Q,,,FMCP,QUEENS MUSEUM LOT,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0,2018,-,0,,,,,
1491055017,S1627920,GA,PAS,08/29/2023,46,SDN,LEXUS,P,74750,70620,12550,20230928,52,52,52,954781,0052,0000,1258P,,BX,F,137,WEST 188TH ST,,0,408,C4,,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,,,,,
1491755143,IMON,NY,PAS,09/05/2023,46,SDN,LEXUS,P,34880,19630,13830,20241006,66,66,66,946530,0066,0000,0705P,,K,F,369,EAST 2 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2014,-,0,,,,,
1491770480,EC94575,IL,PAS,08/24/2013,46,SDN,LEXUS,P,64290,28790,7240,20240522,114,114,114,974952,0114,0000,0934P,,Q,F,24-18,STEINWAY ST,,0,408,F2,,BBBBBBB,ALL,ALL,BL,0,2002,-,0,,,,,
1491133855,8EA0798,ME,PAS,09/08/2023,14,SDN,LEXUS,P,27790,19310,19330,0,25,25,25,962680,0025,0000,0908A,,NY,O,1678,PARK AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1491810579,LEX5145,NY,PAS,09/09/2023,46,SDN,LEXUS,P,64290,7240,7540,20250827,114,114,114,975862,0114,0000,0911P,,Q,F,25-15,STEINWAY ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,2016,-,0,,,,,
1491811810,JEH7453,NY,PAS,09/10/2023,19,SDN,LEXUS,P,0,0,0,20250212,114,114,0,0,0000,0000,1245A,,,,,C/O STEINWAY STREET,28 AVE,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1491270263,UZBUSMC,NY,PAS,09/06/2023,40,SDN,LEXUS,P,9980,6680,6780,0,62,62,62,942492,0062,0000,0327A,,K,F,1671,68 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1491277646,BE31269,CT,PAS,08/22/2023,98,SDN,LEXUS,P,16430,15780,30630,0,62,62,62,958936,0062,0000,1002A,,K,F,214,BAY 20TH ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1491827610,717344T,NJ,PAS,08/26/2023,19,SDN,LEXUS,P,64290,28790,7240,20230920,114,114,114,975504,0114,0000,0144A,,Q,F,24-39,STEINWAY ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHI,0,2022,-,0,,,,,
1491296227,9FBC664,CA,PAS,08/30/2023,67,SDN,LEXUS,P,14330,90780,90730,0,62,62,62,947757,0062,0000,0450A,,K,O,151,AVE O,,0,408,F2,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1491327340,KRK6588,NY,PAS,09/09/2023,98,SDN,LEXUS,P,10180,6080,6180,20250705,68,68,68,975060,0068,0000,1052P,,K,F,1024,72 ST,,0,408,F2,,BBBBBBB,ALL,ALL,WH,0,2015,-,0,,,,,
1491492284,AFL5902,99,COM,09/02/2023,20,SDN,LEXUS,P,18750,10010,45590,20250406,19,19,19,960032,0019,0000,0901P,,NY,F,407,E 88 STREET,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2022,-,0,,,,,
1491886699,ALHA6AGI,NY,PAS,08/22/2023,40,SDN,LEXUS,P,20520,58320,71120,20250123,49,49,49,973503,0049,0000,1223A,,BX,F,1645,COLDEN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BL,0,2016,-,0,,,,,
1493311396,LCJ4494,NY,PAS,08/17/2023,14,SDN,LEXUS,M,24490,51090,18540,20230607,103,103,0,0,MTAB,0000,0545P,,Q,F,92-33,168 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,1999,-,0,,,,,
1493337853,KMN1208,NY,PAS,08/20/2023,40,SDN,LEXUS,P,20900,64790,23640,20250511,113,113,105,975852,0105,0000,0701P,0701P,Q,O,150-02,116 DR,,0,408,M2,,BBBBBBB,ALL,ALL,MAR,0,2015,-,0,,,,,
